customer_id,customer_name,segment,sales,profit,orders
AP-10915,Arthur Prichep,Consumer,3323.556,579.3113,10
DK-13375,Dennis Kane,Consumer,3318.486,377.0799,8
KH-16330,Katharine Harms,Corporate,3312.864,454.7871,8
RF-19345,Randy Ferguson,Corporate,3309.15,633.7072000000001,8
RR-19525,Rick Reed,Corporate,3302.2619999999997,721.6826,6
BD-11605,Brian Dahlen,Consumer,3288.471,634.8463,7
BS-11665,Brian Stugart,Consumer,3288.1099999999997,238.73680000000002,3
RW-19630,Rob Williams,Corporate,3279.746,698.8325,9
DL-12925,Daniel Lacy,Consumer,3272.2,4.213200000000029,6
DK-12835,Damala Kotsonis,Corporate,3256.48,881.1228000000001,12
AS-10090,Adam Shillingsburg,Consumer,3255.31,64.53739999999998,9
JO-15145,Jack O'Briant,Corporate,3254.949,581.4045,9
AH-10075,Adam Hart,Corporate,3250.337,281.189,10
HG-14965,Henry Goldwyn,Corporate,3247.642,-2797.9635000000003,12
LC-16960,Lindsay Castell,Home Office,3246.626,299.48019999999997,4
CT-11995,Carol Triggs,Consumer,3241.898,161.22629999999995,8
EB-13750,Edward Becker,Corporate,3236.314,-80.28599999999999,10
SR-20425,Sharelle Roach,Home Office,3233.481,-3333.9144,5
LW-16990,Lindsay Williams,Corporate,3230.308,662.8339000000001,6
RS-19420,Ricardo Sperren,Corporate,3221.29,633.4513999999999,5
AS-10285,Alejandro Savely,Corporate,3214.236,354.62760000000003,6
MP-17470,Mark Packer,Home Office,3206.132,600.2873,7
CS-12355,Christine Sundaresam,Consumer,3202.1620000000003,831.9432,11
BT-11680,Brian Thompson,Consumer,3196.752,447.74839999999995,7
DG-13300,Deirdre Greer,Corporate,3195.818,562.7761,5
JL-15505,Jeremy Lonsdale,Consumer,3173.874,591.7163,6
GM-14680,Greg Matthias,Consumer,3163.628,35.48649999999999,6
JM-15250,Janet Martin,Consumer,3159.1220000000003,19.82350000000004,6
CK-12205,Chloris Kastensmidt,Consumer,3154.855,141.2831,13
KB-16240,Karen Bern,Corporate,3152.6150000000002,763.9076,7
MS-17770,Maxwell Schwartz,Consumer,3144.678,280.85839999999996,9
RD-19900,Ruben Dartt,Consumer,3133.924,455.5292,9
TN-21040,Tanja Norvell,Home Office,3130.221,-692.0452,7
SN-20710,Steve Nguyen,Home Office,3127.9592,481.74989999999997,7
SG-20605,Speros Goranitis,Consumer,3124.832,463.269,6
KH-16360,Katherine Hughes,Consumer,3100.612,528.2051,6
PG-18820,Patrick Gardner,Consumer,3086.907,137.46130000000002,13
EH-14125,Eugene Hildebrand,Home Office,3082.653,96.27019999999999,10
GM-14455,Gary Mitchum,Home Office,3078.624,793.2814000000001,6
EB-14110,Eugene Barchas,Consumer,3071.126,184.7656,6
MG-18145,Mike Gockenbach,Consumer,3061.543,-93.603,4
TG-21310,Toby Gnade,Consumer,3058.372,682.1704,5
KT-16465,Kean Takahito,Consumer,3057.1,254.0032,7
SS-20410,Shahid Shariari,Consumer,3056.8070000000002,-1010.9738,6
SL-20155,Sara Luxemburg,Home Office,3053.012,527.9715,7
AS-10045,Aaron Smayling,Corporate,3050.692,-253.57459999999998,7
CA-12775,Cynthia Arntzen,Consumer,3041.566,204.48950000000002,7
CS-11950,Carlos Soltero,Consumer,3036.547,-126.4223,11
LS-16975,Lindsay Shagiari,Home Office,2988.674,262.63669999999996,9
MH-18025,Michelle Huthwaite,Consumer,2984.948,476.9032,5
FA-14230,Frank Atkinson,Corporate,2984.054,520.5229,7
DB-13120,David Bremer,Corporate,2973.094,-1421.7692,7
NS-18640,Noel Staavos,Corporate,2964.823,-234.7714,13
TM-21010,Tamara Manning,Consumer,2955.2259999999997,573.3013,8
CK-12325,Christine Kargatis,Home Office,2945.321,261.22090000000003,5
TH-21115,Thea Hudgings,Corporate,2942.772,-252.5539,4
LT-17110,Liz Thompson,Consumer,2936.252,320.973,8
BC-11125,Becky Castell,Home Office,2933.676,251.5974,9
JK-16120,Julie Kriz,Home Office,2932.484,122.6566,10
SW-20455,Shaun Weien,Consumer,2921.544,793.6548,7
ML-17410,Maris LaWare,Consumer,2921.5,-76.17550000000003,6
RD-19585,Rob Dowd,Consumer,2912.8940000000002,734.5158,10
CY-12745,Craig Yedwab,Corporate,2900.026,60.64670000000001,8
ND-18460,Neil Ducich,Corporate,2893.455,443.33680000000004,6
MT-17815,Meg Tillman,Consumer,2890.139,509.0068,6
BF-11020,Barry Franz̦sisch,Corporate,2888.506,302.02,8
DS-13180,David Smith,Corporate,2881.8128,163.6993,9
PV-18985,Paul Van Hugh,Home Office,2876.046,434.52840000000003,5
IM-15055,Ionia McGrath,Consumer,2872.63,975.7701,3
CC-12430,Chuck Clark,Home Office,2870.05,424.6583,10
CC-12685,Craig Carroll,Consumer,2854.1150000000002,850.1591,4
AW-10930,Arthur Wiediger,Home Office,2852.968,-104.5486,7
EA-14035,Erin Ashbrook,Corporate,2846.705,-52.74059999999998,13
LS-16945,Linda Southworth,Corporate,2845.27,-318.77369999999996,6
DB-12970,Darren Budd,Corporate,2839.2272,213.00289999999998,5
JM-16195,Justin MacKendrick,Consumer,2833.9260000000004,754.1144,10
CV-12295,Christina VanderZanden,Consumer,2830.6279999999997,493.0861,5
TS-21610,Troy Staebel,Consumer,2820.424,-294.6981,7
GH-14410,Gary Hansen,Home Office,2819.4669999999996,-576.8335,9
BG-11035,Barry Gonzalez,Consumer,2798.948,-711.4274,8
TB-21625,Trudy Brown,Consumer,2797.668,379.882,9
RD-19660,Robert Dilbeck,Home Office,2786.632,835.772,5
JC-15775,John Castell,Consumer,2772.055,279.56919999999997,9
PF-19165,Philip Fox,Consumer,2770.0,196.87389999999996,6
EB-13870,Emily Burns,Consumer,2767.219,261.5315,10
CS-12250,Chris Selesnick,Corporate,2754.216,738.3626,12
MM-18055,Michelle Moray,Consumer,2749.881,-520.3443,8
KB-16585,Ken Black,Corporate,2744.742,579.3551,12
LL-16840,Lauren Leatherbury,Consumer,2741.2039999999997,560.0078,6
MC-17275,Marc Crier,Consumer,2725.982,461.0014,8
JL-15850,John Lucas,Consumer,2725.256,779.9046,6
ML-17395,Marina Lichtenstein,Corporate,2722.843,684.9162,9
JK-15370,Jay Kimmel,Consumer,2709.632,330.2838,8
JE-16165,Justin Ellison,Corporate,2697.248,789.6476,3
BT-11530,Bradley Talbott,Home Office,2684.4919999999997,409.4983,5
BO-11350,Bill Overfelt,Corporate,2682.728,278.77700000000004,5
FO-14305,Frank Olsen,Consumer,2678.438,215.59689999999998,10
NH-18610,Nicole Hansen,Corporate,2673.29,760.1666,7
RB-19435,Richard Bierner,Consumer,2663.0860000000002,477.23990000000003,8
EJ-14155,Eva Jacobs,Consumer,2656.691,451.87550000000005,5
DK-13090,Dave Kipp,Consumer,2650.557,536.3935,7
CA-12265,Christina Anderson,Consumer,2648.2872,279.6183,9
LC-17140,Logan Currie,Consumer,2633.582,231.12520000000004,9
RA-19285,Ralph Arnett,Consumer,2617.906,546.0882,9
KN-16390,Katherine Nockton,Corporate,2617.272,-151.1518,9
SO-20335,Sean O'Donnell,Consumer,2602.5755,-81.0858,6
SU-20665,Stephanie Ulpright,Home Office,2595.364,763.4719,7
HA-14920,Helen Andreada,Consumer,2584.158,99.1445,8
AG-10270,Alejandro Grove,Consumer,2582.898,732.7399,5
LC-16870,Lena Cacioppo,Consumer,2580.7039999999997,-188.25110000000004,8
SC-20695,Steve Chapman,Corporate,2576.408,611.8291,10
NS-18505,Neola Schneider,Consumer,2575.863,-12.303999999999997,4
BT-11305,Beth Thompson,Home Office,2567.656,417.5918,5
EM-13810,Eleni McCrary,Corporate,2567.0099999999998,-133.8275,5
MZ-17515,Mary Zewe,Corporate,2564.906,787.7503,6
BS-11755,Bruce Stewart,Consumer,2562.382,-113.29840000000003,7
DE-13255,Deanra Eno,Home Office,2550.874,464.47139999999996,5
CC-12610,Corey Catlett,Corporate,2540.631,331.434,7
AC-10615,Ann Chong,Corporate,2537.6859999999997,298.8273,5
CM-12160,Charles McCrossin,Consumer,2533.314,-394.3686,6
HF-14995,Herbert Flentye,Consumer,2533.1639999999998,-13.876799999999989,7
FM-14380,Fred McMath,Consumer,2523.266,191.4898,9
JB-16045,Julia Barnett,Home Office,2518.115,201.51850000000002,5
JS-16030,Joy Smith,Consumer,2516.494,-311.25749999999994,6
DJ-13510,Don Jones,Corporate,2501.6879999999996,345.2521,8
AH-10465,Amy Hunt,Consumer,2495.3916,-196.12009999999998,5
PO-18865,Patrick O'Donnell,Consumer,2493.214,437.8533,7
NZ-18565,Nick Zandusky,Home Office,2488.31,402.4236,9
MN-17935,Michael Nguyen,Consumer,2477.946,290.8227,6
BP-11290,Beth Paige,Consumer,2475.157,-319.0637,7
CC-12145,Charles Crestani,Consumer,2471.65,392.2825,7
NC-18340,Nat Carroll,Consumer,2461.404,580.3075,5
FM-14215,Filia McAdams,Corporate,2456.638,249.6808,10
MH-17455,Mark Hamilton,Consumer,2456.1820000000002,484.77330000000006,8
BS-11590,Brendan Sweed,Corporate,2454.928,381.7807,6
VM-21685,Valerie Mitchum,Home Office,2454.866,513.5269,7
GZ-14545,George Zrebassa,Corporate,2454.6220000000003,828.661,4
MA-17995,Michelle Arnett,Home Office,2453.284,280.7822,6
BP-11095,Bart Pistole,Corporate,2442.044,433.9751,12
MC-17590,Matt Collister,Corporate,2426.067,288.98409999999996,6
TH-21100,Thea Hendricks,Consumer,2422.824,-135.2125,5
MH-17290,Marc Harrigan,Home Office,2394.025,28.761200000000038,6
DF-13135,David Flashing,Consumer,2390.534,-259.3097,3
XP-21865,Xylona Preis,Consumer,2374.658,621.23,11
CK-12595,Clytie Kelty,Consumer,2372.75,497.70980000000003,11
JF-15415,Jennifer Ferguson,Consumer,2371.448,635.6376,6
CV-12805,Cynthia Voltz,Corporate,2370.3136,98.99749999999999,9
NR-18550,Nick Radford,Consumer,2367.277,-25.148799999999966,5
JG-15115,Jack Garza,Consumer,2358.676,684.1911,3
AG-10495,Andrew Gjertsen,Corporate,2356.855,295.6668,8
CL-12700,Craig Leslie,Home Office,2353.586,229.00990000000002,5
MG-17680,Maureen Gastineau,Home Office,2350.188,25.888599999999972,4
RF-19735,Roland Fjeld,Consumer,2341.2960000000003,711.6168,7
EM-13825,Elizabeth Moffitt,Corporate,2339.598,682.5541999999999,8
DB-13210,Dean Braden,Consumer,2332.577,169.9679,10
CM-12235,Chris McAfee,Consumer,2305.712,365.0387,5
MK-17905,Michael Kennedy,Corporate,2302.368,-405.3559,8
LH-16900,Lena Hernandez,Consumer,2295.332,526.0727,9
KN-16705,Kristina Nunn,Home Office,2280.58,329.76250000000005,8
JF-15190,Jamie Frazer,Consumer,2279.5860000000002,575.1259,7
FH-14350,Fred Harton,Consumer,2271.284,706.289,4
CC-12670,Craig Carreira,Consumer,2269.7015,187.8399,7
BE-11410,Bobby Elias,Consumer,2261.438,755.9150999999999,5
KM-16225,Kalyca Meade,Corporate,2260.958,635.1057000000001,6
MC-17605,Matt Connell,Corporate,2258.192,195.4486,8
JH-16180,Justin Hirsh,Consumer,2256.3940000000002,-96.95300000000002,4
MY-17380,Maribeth Yedwab,Corporate,2254.285,319.1211,7
KD-16615,Ken Dana,Corporate,2243.5099999999998,539.7219,5
TS-21505,Tony Sayre,Consumer,2243.274,11.377899999999983,6
JG-15310,Jason Gross,Corporate,2240.58,3.7976000000000063,6
LW-16825,Laurel Workman,Corporate,2238.061,32.5767,5
AR-10405,Allen Rosenblatt,Corporate,2236.128,-98.7646,5
GG-14650,Greg Guthrie,Corporate,2224.0,12.698500000000008,9
NC-18415,Nathan Cano,Consumer,2218.9900000000002,-2204.8072,6
MC-18100,Mick Crebagga,Consumer,2218.98,-64.1668,10
DP-13105,Dave Poirier,Corporate,2215.002,563.1761,8
PF-19225,Phillip Flathmann,Consumer,2206.1279999999997,591.3118000000001,5
MH-17785,Maya Herman,Corporate,2203.7780000000002,238.5614,7
JL-15235,Janet Lee,Consumer,2203.7,54.51740000000002,5
JR-16210,Justin Ritter,Corporate,2201.686,452.37300000000005,5
EN-13780,Edward Nazzal,Consumer,2199.366,496.1131,4
TB-21280,Toby Braunhardt,Consumer,2198.45,490.9567,6
