row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,order_year,order_month,order_month_name,order_quarter,order_quarter_num,year_month,year_quarter,order_day_name,order_week,is_weekend_order,processing_month,shipping_days,is_delayed,profit_margin,unit_price,is_loss,is_discounted,discount_value,discount_band,sales_category,margin_band,lifetime_orders,lifetime_value,is_high_value,is_repeat,rfm_segment,sales_outlier,profit_outlier,quantity_outlier,discount_outlier,shipping_days_outlier
28,US-2016-150630,2016-09-17,2016-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522,2016,9,Sep,Q3,3,2016-09,2016-Q3,Saturday,37,True,Sep,4,False,-54.0,440.49,True,True,3083.43,31-50%,Very Large,Loss,9,4737.486,True,True,Loyal,True,True,False,False,False
29,US-2016-150630,2016-09-17,2016-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2,0.7,-7.0532,2016,9,Sep,Q3,3,2016-09,2016-Q3,Saturday,37,True,Sep,4,False,-73.33333333333334,4.809,True,True,22.441999999999997,50%+,Small,Loss,9,4737.486,True,True,Loyal,False,False,False,True,False
33,US-2016-150630,2016-09-17,2016-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,0.7,-5.715,2016,9,Sep,Q3,3,2016-09,2016-Q3,Saturday,37,True,Sep,4,False,-83.33333333333334,1.143,True,True,16.001999999999995,50%+,Small,Loss,9,4737.486,True,True,Loyal,False,False,False,True,False
36,CA-2017-117590,2017-12-08,2017-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,7,0.2,123.4737,2017,12,Dec,Q4,4,2017-12,2017-Q4,Friday,49,False,Dec,2,False,11.249999999999998,156.792,False,True,274.386,16-30%,Very Large,Healthy (10-25%),2,1361.244,False,True,At Risk,True,True,False,False,False
37,CA-2017-117590,2017-12-08,2017-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.963,2017,12,Dec,Q4,4,2017-12,2017-Q4,Friday,49,False,Dec,2,False,-77.5,38.184,True,True,286.38,50%+,Large,Loss,2,1361.244,False,True,At Risk,False,True,False,True,False
39,CA-2016-117415,2016-12-27,2016-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764,2016,12,Dec,Q4,4,2016-12,2016-Q4,Tuesday,52,False,Dec,4,False,-8.823529411764707,177.4664,True,True,250.5408000000001,31-50%,Very Large,Loss,7,3127.9592,False,True,Loyal,True,True,False,False,False
55,CA-2017-105816,2017-12-11,2017-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,2017,12,Dec,Q4,4,2017-12,2017-Q4,Monday,50,False,Dec,6,True,29.0,205.99,False,False,0.0,No discount,Very Large,Strong (25%+),5,1804.146,False,True,Potential,True,True,False,False,False
68,CA-2015-106376,2015-12-05,2015-12-10,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024,2015,12,Dec,Q4,4,2015-12,2015-Q4,Saturday,49,True,Dec,5,False,10.000000000000002,139.128,False,True,278.25599999999986,16-30%,Very Large,Healthy (10-25%),6,2454.928,False,True,Loyal,True,True,False,False,False
73,US-2016-134026,2016-04-26,2016-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912,2016,4,Apr,Q2,2,2016-04,2016-Q2,Tuesday,17,False,May,6,True,-13.749999999999998,103.992,True,True,207.98400000000004,16-30%,Very Large,Loss,13,6760.8150000000005,True,True,Champion,True,True,False,False,False
76,US-2018-118038,2018-12-09,2018-12-11,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344,2018,12,Dec,Q4,4,2018-12,2018-Q4,Sunday,49,True,Dec,2,False,-154.99999999999997,0.416,True,True,4.992000000000001,50%+,Small,Loss,7,983.922,False,True,Loyal,False,False,False,True,False
77,US-2018-118038,2018-12-09,2018-12-11,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,2018,12,Dec,Q4,4,2018-12,2018-Q4,Sunday,49,True,Dec,2,False,-60.0,3.236,True,True,14.562,50%+,Small,Loss,7,983.922,False,True,Loyal,False,False,False,True,False
79,US-2015-147606,2015-11-26,2015-12-01,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,2015,11,Nov,Q4,4,2015-11,2015-Q4,Thursday,48,False,Dec,5,False,-75.0,3.86,True,True,28.95,50%+,Medium,Loss,13,6760.8150000000005,True,True,Champion,False,False,False,True,False
85,US-2018-119662,2018-11-13,2018-11-16,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549,2018,11,Nov,Q4,4,2018-11,2018-Q4,Tuesday,46,False,Nov,3,False,-21.25,76.792,True,True,57.593999999999966,16-30%,Very Large,Loss,9,3651.8585,False,True,Champion,False,True,False,False,False
96,US-2018-109484,2018-11-06,2018-11-12,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,0.7,-3.788,2018,11,Nov,Q4,4,2018-11,2018-Q4,Tuesday,45,False,Nov,6,True,-66.66666666666666,5.682,True,True,13.257999999999996,50%+,Small,Loss,4,2067.45,False,True,Potential,False,False,False,True,False
102,CA-2017-158568,2017-08-29,2017-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396,2017,8,Aug,Q3,3,2017-08,2017-Q3,Tuesday,35,False,Sep,4,False,-170.0,0.596,True,True,7.152000000000001,50%+,Small,Loss,12,4715.466,True,True,Champion,False,False,False,True,False
106,US-2016-156867,2016-11-13,2016-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,0.7,-25.8174,2016,11,Nov,Q4,4,2016-11,2016-Q4,Sunday,45,True,Nov,4,False,-70.0,12.294,True,True,86.05799999999996,50%+,Medium,Loss,8,2580.704,False,True,Loyal,False,False,False,True,False
114,CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348,2015,8,Aug,Q3,3,2015-08,2015-Q3,Tuesday,35,False,Aug,2,False,36.25000000000001,2.864,False,True,10.023999999999994,16-30%,Medium,Strong (25%+),6,885.752,False,True,At Risk,False,False,True,False,False
118,CA-2016-110457,2016-03-02,2016-03-06,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0.0,165.3813,2016,3,Mar,Q1,1,2016-03,2016-Q1,Wednesday,9,False,Mar,4,False,21.000000000000004,262.51,False,False,0.0,No discount,Very Large,Healthy (10-25%),7,2650.557,False,True,Loyal,True,True,False,False,False
119,US-2016-136476,2016-04-05,2016-04-10,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156,2016,4,Apr,Q2,2,2016-04,2016-Q2,Tuesday,14,False,Apr,5,False,-73.33333333333333,157.794,True,True,368.1859999999999,50%+,Large,Loss,9,2224.0,False,True,Loyal,False,True,False,True,False
125,US-2015-152030,2015-12-26,2015-12-28,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794,2015,12,Dec,Q4,4,2015-12,2015-Q4,Saturday,52,True,Dec,2,False,-1.4285714285714286,200.186,True,True,257.38200000000006,16-30%,Very Large,Loss,8,6106.88,True,True,Champion,True,False,False,False,False
126,US-2015-134614,2015-09-20,2015-09-25,Standard Class,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682,2015,9,Sep,Q3,3,2015-09,2015-Q3,Sunday,38,True,Sep,5,False,-66.0,102.95,True,True,617.7,31-50%,Very Large,Loss,6,2770.0,False,True,Potential,True,True,False,False,False
127,US-2018-107272,2018-11-05,2018-11-12,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308,2018,11,Nov,Q4,4,2018-11,2018-Q4,Monday,45,False,Nov,7,True,-76.66666666666667,1.194,True,True,5.571999999999998,50%+,Small,Loss,7,2820.424,False,True,Loyal,False,False,False,True,False
140,CA-2017-145583,2017-10-13,2017-10-19,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0.0,20.6976,2017,10,Oct,Q4,4,2017-10,2017-Q4,Friday,41,False,Oct,6,True,48.00000000000001,3.08,False,False,0.0,No discount,Medium,Strong (25%+),12,7663.126,True,True,Champion,False,False,True,False,False
145,CA-2018-155376,2018-12-22,2018-12-27,Standard Class,SG-20080,Sandra Glassco,Consumer,United States,Independence,Missouri,64055,Central,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,0.0,218.2518,2018,12,Dec,Q4,4,2018-12,2018-Q4,Saturday,51,True,Dec,5,False,26.0,279.81,False,False,0.0,No discount,Very Large,Strong (25%+),3,3406.581,False,True,Loyal,True,True,False,False,False
146,CA-2016-110744,2016-09-07,2016-09-12,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0.0,20.1579,2016,9,Sep,Q3,3,2016-09,2016-Q3,Wednesday,36,False,Sep,5,False,3.0000000000000004,95.99,False,False,0.0,No discount,Very Large,Low (0-10%),8,2584.158,False,True,Loyal,True,False,False,False,False
148,CA-2017-114489,2017-12-05,2017-12-09,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,Technology,Phones,Plantronics CordlessÂ Phone HeadsetÂ with In-line Volume - M214C,384.45,11,0.0,103.8015,2017,12,Dec,Q4,4,2017-12,2017-Q4,Tuesday,49,False,Dec,4,False,27.0,34.95,False,False,0.0,No discount,Very Large,Strong (25%+),3,2697.248,False,True,Potential,False,True,True,False,False
150,CA-2017-114489,2017-12-05,2017-12-09,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0.0,585.552,2017,12,Dec,Q4,4,2017-12,2017-Q4,Tuesday,49,False,Dec,4,False,30.000000000000004,243.98,False,False,0.0,No discount,Very Large,Strong (25%+),3,2697.248,False,True,Potential,True,True,False,False,False
151,CA-2017-114489,2017-12-05,2017-12-09,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5,0.0,80.6285,2017,12,Dec,Q4,4,2017-12,2017-Q4,Tuesday,49,False,Dec,4,False,47.0,34.31,False,False,0.0,No discount,Large,Strong (25%+),3,2697.248,False,True,Potential,False,True,False,False,False
160,CA-2017-114104,2017-11-20,2017-11-24,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,944.93,7,0.0,236.2325,2017,11,Nov,Q4,4,2017-11,2017-Q4,Monday,47,False,Nov,4,False,25.0,134.98999999999998,False,False,0.0,No discount,Very Large,Healthy (10-25%),5,3908.402,False,True,Potential,True,True,False,False,False
166,CA-2015-139892,2015-09-08,2015-09-12,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8,0.4,-1359.992,2015,9,Sep,Q3,3,2015-09,2015-Q3,Tuesday,37,False,Sep,4,False,-16.666666666666664,1019.994,True,True,5439.968,31-50%,Very Large,Loss,4,11789.63,True,True,Potential,True,True,False,False,False
167,CA-2015-139892,2015-09-08,2015-09-12,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,3,0.2,-58.6347,2015,9,Sep,Q3,3,2015-09,2015-Q3,Tuesday,37,False,Sep,4,False,-21.250000000000004,91.976,True,True,68.98199999999997,16-30%,Very Large,Loss,4,11789.63,True,True,Potential,False,True,False,False,False
168,CA-2015-139892,2015-09-08,2015-09-12,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.858,2015,9,Sep,Q3,3,2015-09,2015-Q3,Tuesday,37,False,Sep,4,False,-1.4285714285714286,193.34,True,True,745.7400000000002,16-30%,Very Large,Loss,4,11789.63,True,True,Potential,True,False,False,False,False
170,CA-2015-139892,2015-09-08,2015-09-12,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.849,2015,9,Sep,Q3,3,2015-09,2015-Q3,Tuesday,37,False,Sep,4,False,-255.00000000000003,35.596,True,True,711.9200000000001,50%+,Large,Loss,4,11789.63,True,True,Potential,False,True,False,True,False
175,US-2015-100853,2015-09-14,2015-09-19,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2,0.8,-131.12,2015,9,Sep,Q3,3,2015-09,2015-Q3,Monday,38,False,Sep,5,False,-250.0,26.224,True,True,209.7920000000001,50%+,Medium,Loss,10,1791.605,False,True,Champion,False,True,False,True,False
177,US-2018-152366,2018-04-21,2018-04-25,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4,0.8,-243.16,2018,4,Apr,Q2,2,2018-04,2018-Q2,Saturday,16,True,Apr,4,False,-250.0,24.316,True,True,389.0560000000001,50%+,Large,Loss,5,1318.776,False,True,At Risk,False,True,False,True,False
182,CA-2015-166191,2015-12-05,2015-12-09,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,TEC-AC-10004659,Technology,Accessories,ImationÂ Secure+ Hardware Encrypted USB 2.0Â Flash Drive; 16GB,408.744,7,0.2,76.6395,2015,12,Dec,Q4,4,2015-12,2015-Q4,Saturday,49,True,Dec,4,False,18.75,58.392,False,True,102.18599999999998,16-30%,Very Large,Healthy (10-25%),2,797.832,False,True,Potential,False,True,False,False,False
183,CA-2015-158274,2015-11-19,2015-11-24,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,503.96,4,0.0,131.0296,2015,11,Nov,Q4,4,2015-11,2015-Q4,Thursday,47,False,Nov,5,False,26.0,125.99,False,False,0.0,No discount,Very Large,Strong (25%+),5,5979.0960000000005,True,True,Loyal,True,True,False,False,False
190,CA-2016-102281,2016-10-12,2016-10-14,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4,0.2,112.392,2016,10,Oct,Q4,4,2016-10,2016-Q4,Wednesday,41,False,Oct,2,False,12.5,224.784,False,True,224.78399999999988,16-30%,Very Large,Healthy (10-25%),7,3206.132,False,True,Potential,True,True,False,False,False
193,CA-2016-102281,2016-10-12,2016-10-14,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764,2016,10,Oct,Q4,4,2016-10,2016-Q4,Wednesday,41,False,Oct,2,False,7.5,208.784,False,True,156.58799999999997,16-30%,Very Large,Low (0-10%),7,3206.132,False,True,Potential,True,False,False,False,False
199,US-2018-124303,2018-07-06,2018-07-13,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2,0.7,-2.2586,2018,7,Jul,Q3,3,2018-07,2018-Q3,Friday,27,False,Jul,7,True,-76.66666666666666,1.473,True,True,6.873999999999999,50%+,Small,Loss,8,6987.196,True,True,Champion,False,False,False,True,False
202,CA-2015-133690,2015-08-03,2015-08-05,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875,2015,8,Aug,Q3,3,2015-08,2015-Q3,Monday,32,False,Aug,2,False,-74.0,109.375,True,True,218.75,31-50%,Very Large,Loss,7,2562.382,False,True,Loyal,False,True,False,False,False
204,US-2018-116701,2018-12-17,2018-12-21,Second Class,LC-17140,Logan Currie,Consumer,United States,Dallas,Texas,75220,Central,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66.284,2,0.8,-178.9668,2018,12,Dec,Q4,4,2018-12,2018-Q4,Monday,51,False,Dec,4,False,-270.0,33.142,True,True,265.13600000000014,50%+,Large,Loss,9,2633.582,False,True,Champion,False,True,False,True,False
214,CA-2016-146262,2016-01-02,2016-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.323,2016,1,Jan,Q1,1,2016-01,2016-Q1,Saturday,53,True,Jan,7,True,-54.0,90.49,True,True,452.45,31-50%,Very Large,Loss,10,6134.0380000000005,True,True,Champion,False,True,False,False,False
216,CA-2016-146262,2016-01-02,2016-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188.0,9,0.7,-950.4,2016,1,Jan,Q1,1,2016-01,2016-Q1,Saturday,53,True,Jan,7,True,-80.0,132.0,True,True,2771.9999999999995,50%+,Very Large,Loss,10,6134.0380000000005,True,True,Champion,True,True,False,True,False
222,CA-2016-169397,2016-12-24,2016-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,19.776,4,0.7,-13.8432,2016,12,Dec,Q4,4,2016-12,2016-Q4,Saturday,51,True,Dec,3,False,-70.0,4.944,True,True,46.14399999999999,50%+,Medium,Loss,3,900.552,False,True,At Risk,False,False,False,True,False
224,CA-2016-169397,2016-12-24,2016-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.988,4,0.7,-383.9904,2016,12,Dec,Q4,4,2016-12,2016-Q4,Saturday,51,True,Dec,3,False,-80.0,119.997,True,True,1119.9719999999998,50%+,Very Large,Loss,3,900.552,False,True,At Risk,False,True,False,True,False
227,CA-2016-163055,2016-08-09,2016-08-16,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0.0,136.939,2016,8,Aug,Q3,3,2016-08,2016-Q3,Tuesday,32,False,Aug,7,True,22.0,124.49,False,False,0.0,No discount,Very Large,Healthy (10-25%),9,2881.8128,False,True,Champion,True,True,False,False,False
